//大枠の中の場所　縦　横　レイヤーなし枠か(今は[3][3]想定)
layersInTheFrame 1 0

//レイヤーのブロック(後に追加したものが上に重ねられる→スタック)

layer
1 1 1 1 1 1 1 1 1 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 1 1 1 0 0 0 
0 1 0 0 0 0 0 1 0 
0 0 0 0 0 0 0 0 0

layer
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 p 0 0 0 0 
0 0 0 1 1 1 0 0 0 
0 0 1 0 0 0 1 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 

//
layersInTheFrame 1 1

layer
1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
1 0 0 1 1 1 0 0 0 
1 0 0 1 2 1 0 0 0 
1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 

layersInTheFrame 2 1 false
